estudios,trabajo_gov,estado_civil_Never-married,estado_civil_married,posicion_familiar_No-en-familia,posicion_familiar_spouse,sexo_Mujer,pais_origen,trabajo_1,edad,ganancias_inversiones,horas_trabajo_semana,salario
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.253103282392688,0.14054896084624605,-0.5,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25291942652550936,0.1444024411877658,0.75,-0.3184317054925986,0.0,1.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.4752394911753646,0.55,-0.3184317054925986,2.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.253103282392688,0.11932136349346668,-0.65,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.44623147406256025,-0.95,-0.3184317054925986,-1.6,0.0
4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.2694237204190783,-0.35,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.27211164678320643,-0.45,-0.3184317054925986,6.0,1.0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.1317302170229937,-0.75,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2524409125782461,0.44623147406256025,2.05,-0.3184317054925986,-4.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05164220877965927,0.043602793421337036,-0.55,-0.3184317054925986,0.0,0.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.14561435002386242,0.1,-0.3184317054925986,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.11932136349346668,1.45,-0.3184317054925986,-7.6,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25238405330148117,0.04674752755157676,-1.0,-0.3184317054925986,-3.6,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.12016981187706592,-0.35,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2523308809302059,0.2785780651405128,-1.0,-0.3184317054925986,-2.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1701173052130028,0.04499350170012614,0.7,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2524409125782461,0.043602793421337036,0.4,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.27211164678320643,1.05,-0.3184317054925986,1.6,0.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.253103282392688,0.23866460186364394,0.3,3.1405165741706167,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25238405330148117,0.276948575190357,0.75,-0.3184317054925986,-1.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.32043238400843865,0.55,-0.3184317054925986,0.0,1.0
6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.45344219268228825,-0.25,-0.3184317054925986,2.0,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.27211164678320643,-0.4,-0.3184317054925986,0.0,0.0
7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.44623147406256025,0.25,-0.3184317054925986,2.0,1.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.44573423536314816,0.95,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.253103282392688,0.23866460186364394,-0.05,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.12681954946323534,-0.5,-0.3184317054925986,-3.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.24615391230775618,0.2785780651405128,-0.4,-0.3184317054925986,-1.0,0.0
4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.314170916529159,-0.2,-0.3184317054925986,0.0,1.0
2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.07278442114825166,-0.45,-0.3184317054925986,2.0,0.0
7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.44675630364361263,0.5,-0.3184317054925986,4.0,1.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.27211164678320643,-0.05,-0.3184317054925986,1.6,1.0
3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37828658827405937,0.4827151486353693,0.5,-0.3184317054925986,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.043602793421337036,-0.3,-0.3184317054925986,0.0,0.0
6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.47715311411012995,1.9,-0.3184317054925986,0.0,1.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.4752394911753646,0.3,3.140518031342515,4.0,1.0
6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.43860606057810464,0.45,-0.3184317054925986,2.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.3143441167092931,-0.9,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.22893848831278824,-0.45,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.2363994399030929,-0.3,3.140486204882191,0.0,1.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.11932136349346668,-1.05,3.1405338077890095,-1.6,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.06615943907979688,-0.4,-0.3184317054925986,0.0,0.0
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.14288577280125545,-0.35,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.0772972575451131,0.2,-0.3184317054925986,0.0,0.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.2694237204190783,-0.7,-0.3184317054925986,0.0,0.0
5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.43860606057810464,0.0,-0.3184317054925986,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3247970677598368,0.04499350170012614,0.9,-0.3184317054925986,2.0,1.0
2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.253103282392688,0.2694350136119605,-0.5,3.1404186559265126,-3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.13508010102003182,-0.1,-0.3184317054925986,0.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.0610452702123862,0.75,-0.3184317054925986,2.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.2785780651405128,0.9,-0.3184317054925986,2.0,0.0
3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.22893848831278824,0.55,-0.3184317054925986,0.0,1.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.2694350136119605,0.85,-0.3184317054925986,3.2,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.2306425020394836,-0.8,-0.3184317054925986,0.2,0.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.04757416289302714,-0.85,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.46136378018444163,0.1,-0.3184317054925986,4.0,0.0
4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3322246234185628,0.46136378018444163,-0.4,-0.3184317054925986,0.0,0.0
4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.44573423536314816,-0.45,-0.3184317054925986,2.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2523308809302059,0.044571678905879826,-0.95,-0.3184317054925986,-1.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2524409125782461,0.4827151486353693,0.45,-0.3184317054925986,0.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.253103282392688,0.14054896084624605,-0.9,-0.3184317054925986,-2.4,0.0
3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.14561435002386242,-0.35,-0.3184317054925986,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.11985397288260906,-0.15,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25238405330148117,0.22893848831278824,0.05,-0.3184317054925986,0.0,0.0
3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.2785780651405128,-0.5,-0.3184317054925986,4.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.04499350170012614,-0.7,-0.3184317054925986,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.2306425020394836,0.0,3.140429785880886,-1.0,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.27211164678320643,-0.05,-0.3184317054925986,2.0,0.0
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.3246098403619879,0.4,-0.3184317054925986,-0.8,0.0
6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4254272459488283,0.44573423536314816,0.0,-0.3184317054925986,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.2363994399030929,0.25,-0.3184317054925986,4.0,0.0
3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.253103282392688,0.14054896084624605,-0.55,-0.3184317054925986,-1.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.2694237204190783,-0.9,-0.3184317054925986,-4.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.22893848831278824,0.55,-0.3184317054925986,0.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2523308809302059,0.2363994399030929,1.15,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.2694237204190783,-0.55,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05164220877965927,0.043602793421337036,-0.95,-0.3184317054925986,-2.0,0.0
3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.43860606057810464,0.35,-0.3184317054925986,0.0,1.0
2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.3143441167092931,1.6,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.25291942652550936,0.20711193221753432,-0.35,-0.3184317054925986,-2.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.04757416289302714,-0.8,-0.3184317054925986,-3.2,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2524409125782461,0.043602793421337036,-0.1,-0.3184317054925986,-3.2,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.23866460186364394,1.3,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.11985397288260906,0.25,-0.3184317054925986,0.0,0.0
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05164220877965927,0.14288577280125545,0.45,-0.3184317054925986,-0.4,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.14537504329139947,-0.2,-0.3184317054925986,0.0,0.0
4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.27457604623937354,0.4827151486353693,-0.25,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2524409125782461,0.2306425020394836,-0.85,-0.3184317054925986,-1.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.11493490217628728,0.7,-0.3184317054925986,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.2301756744698302,0.5,-0.3184317054925986,1.2,0.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.06615943907979688,-0.75,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.27211164678320643,1.65,-0.3184317054925986,-7.6,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.2301756744698302,-0.45,-0.3184317054925986,4.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253103282392688,0.04757416289302714,0.2,-0.3184317054925986,2.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.253103282392688,0.11932136349346668,1.5,-0.3184317054925986,-4.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2523308809302059,0.044571678905879826,-0.65,-0.3184317054925986,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.253103282392688,0.46136378018444163,0.3,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.37828658827405937,0.4827151486353693,-0.5,-0.3184317054925986,0.0,0.0
6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.27211164678320643,0.35,-0.3184317054925986,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.052034980141554395,0.044571678905879826,-0.1,-0.3184317054925986,0.0,0.0
3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.4827151486353693,0.05,-0.3184317054925986,0.4,0.0
6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25291942652550936,0.32043238400843865,0.4,-0.3184317054925986,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.253103282392688,0.0772972575451131,-1.0,-0.3184317054925986,-4.8,0.0
3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.44675630364361263,1.4,-0.3184317054925986,-4.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.04499350170012614,-0.55,-0.3184317054925986,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.31851124327355446,-0.5,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.2694237204190783,0.65,-0.3184317054925986,0.0,1.0
4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.253103282392688,0.23866460186364394,-0.55,-0.3184317054925986,2.0,0.0
4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.43860606057810464,-0.5,-0.3184317054925986,0.0,1.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25291942652550936,0.27211164678320643,-0.55,-0.3184317054925986,-3.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25238405330148117,0.22893848831278824,-0.85,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2524409125782461,0.07278442114825166,-0.2,-0.3184317054925986,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.253103282392688,0.04757416289302714,-1.0,-0.3184317054925986,-5.6,0.0
4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.45344219268228825,-0.25,-0.3184317054925986,5.0,0.0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2524409125782461,0.4827151486353693,0.3,-0.3184317054925986,-0.4,1.0
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.253103282392688,0.14054896084624605,0.25,-0.3184317054925986,0.0,0.0
2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.253103282392688,0.23866460186364394,-0.4,-0.3184317054925986,1.0,0.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04308828416723744,0.12681954946323534,0.1,-0.3184317054925986,0.0,1.0
2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.1444024411877658,-0.05,-0.3184317054925986,0.4,1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.1444024411877658,-0.2,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.4752394911753646,0.15,-0.3184317054925986,0.0,0.0
4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2524409125782461,0.11493490217628728,0.75,-0.3184317054925986,2.0,0.0
6.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2523308809302059,0.44675630364361263,-0.35,-0.3184317054925986,2.0,0.0
7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.45344219268228825,1.0,-0.3184317054925986,-7.8,1.0
2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25291942652550936,0.12681954946323534,0.0,-0.3184317054925986,-2.4,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.1317302170229937,-0.7,-0.3184317054925986,0.0,0.0
4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.25291942652550936,0.2301756744698302,0.15,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.25238405330148117,0.3246098403619879,0.45,-0.3184317054925986,1.0,0.0
4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.253103282392688,0.3140559455268139,0.15,-0.3184317054925986,-3.2,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.055168653284161685,0.21767914714645367,-0.75,-0.3184317054925986,0.0,0.0
2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.253103282392688,0.23866460186364394,-0.1,-0.3184317054925986,0.0,0.0
6.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25238405330148117,0.4752394911753646,0.1,3.140515975394285,3.0,1.0
6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2524409125782461,0.44623147406256025,-0.15,3.1404824541396232,0.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25291942652550936,0.27211164678320643,-0.7,-0.3184317054925986,0.0,0.0
6.0,0.0,1.0,0.0,1.0,0.0,1.0,0.2523308809302059,0.44675630364361263,-0.6,-0.3184317054925986,0.0,0.0
